year,region,total_permits,total_permit_value,residential_permits,new_residential_permits,value_residential_permits,industrial_permits,industrial_permit_value,gov_inst_permits,gov_inst_permit_value,commercial_permits,commercial_permit_value,data_note,footnotes,data_source,region_code,geographic_boundary
2021,Yukon,1549,205841000,1316,639,111701000,6,2028000,54,47915000,173,44197000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2021,Beaver Creek,0,0,0,0,0,0,0,0,0,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2021,Carcross,,,,,,,,,,,,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2021,Carmacks,5,6893000,3,0,40000,0,0,1,6848000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2021,Destruction Bay,0,0,0,0,0,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2021,Dawson,41,9990000,27,14,2361000,0,0,3,6444000,11,1184000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2021,Faro,8,1356000,7,1,173000,0,0,1,1183000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2021,Haines Junction,33,3219000,29,13,1862000,1,1072000,2,190000,1,95000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2021,Mayo,31,18589000,19,9,3361000,3,875000,1,5727000,8,8626000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2021,Old Crow,10,21346000,6,0,444000,0,0,1,20136000,3,767000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2021,Pelly Crossing,33,11643000,31,12,4131000,1,75000,0,0,1,7437000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2021,Ross River,3,502000,3,0,502000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2021,Teslin,7,816000000,6,4,462000,0,0,1,354000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2021,Whitehorse - City,1197,114340000,1019,518,86615000,1,6000,43,4135000,134,23584000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2021,Watson Lake,17,716000,16,6,641000,0,0,0,0,1,75000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2020,Yukon,1754,142846000,1546,658,95833000,13,1841000,41,28621000,154,16551000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2020,Beaver Creek,0,0,0,0,0,0,0,0,0,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2020,Carcross,,,,,,,,,,,,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2020,Carmacks,16,2389000,14,10,2379000,0,0,1,5000,1,5000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2020,Destruction Bay,4,2044000,4,6,2044000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2020,Dawson,62,5116000,47,5,2801000,1,5000,4,1764000,10,547000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2020,Faro,1,535000,0,0,0,0,0,1,535000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2020,Haines Junction,28,3477000,28,11,3477000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2020,Mayo,29,2716000,16,5,1614000,3,900000,3,20000,7,181000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2020,Old Crow,12,15439000,5,0,175000,1,120000,4,15014000,2,130000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2020,Pelly Crossing,36,3849000,36,10,3849000,0,0,0,0,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2020,Ross River,3,187000,2,0,80000,0,0,0,0,1,107000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2020,Teslin,8,443000,6,2,413000,0,0,2,30000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2020,Whitehorse - City,1334,85806000,1185,548,66805000,8,816000,22,3810000,119,14374000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2020,Watson Lake,27,8863000,23,6,1376000,0,0,2,7425000,2,62000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2019,Yukon,1695,156611000,1385,379,52473000,4,136000,79,45169000,227,58834000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2019,Beaver Creek,1,104000,1,1,104000,0,0,0,0,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2019,Carcross,,,,,,,,,,,,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2019,Carmacks,16,19346000,10,4,748000,0,0,1,4594000,5,14004000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2019,Destruction Bay,2,4753000,0,0,0,0,0,1,4588000,1,165000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2019,Dawson,90,5966000,53,11,1686000,0,0,5,438000,32,3842000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2019,Faro,16,458000,4,0,78000,0,0,1,10000,11,370000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2019,Haines Junction,22,1286000,15,6,861000,0,0,2,130000,5,294000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2019,Mayo,38,6705000,22,7,904000,0,0,4,4098000,12,1703000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2019,Old Crow,15,3313000,5,0,275000,0,0,9,2938000,1,100000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2019,Pelly Crossing,13,952000,10,1,870000,0,0,1,15000,2,67000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2019,Ross River,4,46000,3,0,16000,0,0,0,0,1,30000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2019,Teslin,27,1803000,22,12,1245000,0,0,1,1000,4,557000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2019,Whitehorse - City,1190,95944000,1037,294,34705000,1,1000,41,26437000,111,34803000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2019,Watson Lake,19,1492000,10,0,200000,0,0,2,1086000,7,205000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2018,Yukon,1788,148732000,1458,457,70372000,25,28741000,50,22595000,255,27025000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2018,Beaver Creek,6,146000,5,2,116000,0,0,0,0,1,30000,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2018,Carcross,,,,,,,,,,,,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2018,Carmacks,22,1693000,19,8,1577000,0,0,1,5000,2,111000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2018,Destruction Bay,16,716000,13,2,595000,0,0,0,0,3,122000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2018,Dawson,76,30379000,48,25,5348000,1,13697000,6,5869000,21,5465000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2018,Faro,18,728000,6,0,90000,0,0,2,187000,10,451000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2018,Haines Junction,38,6656000,36,24,2335000,0,0,1,4291000,1,30000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2018,Mayo,30,20325000,13,3,1558000,4,14205000,4,725000,9,3838000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2018,Old Crow,18,1937000,15,0,615000,0,0,0,0,3,1322000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2018,Pelly Crossing,17,1339000,15,2,885000,0,0,0,0,2,454000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2018,Ross River,6,286000,2,1,214000,0,0,0,0,4,72000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2018,Teslin,16,2108000,16,12,2108000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2018,Whitehorse - City,1227,63464000,1042,305,42775000,0,0,29,9949000,156,10739000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
