year,month,region,total_survey_items,meat,dairy_eggs,fruit_vegetables,bread_cereal,other_foods,household_operations,health_personal_care,gasoline_diesel,cigarettes,home_heating_fuel,data_note,footnotes,data_source,region_code,geographic_boundary
2015,10,Mayo,183.4,135,154.2,187.3,159.1,244.5,224.9,171.3,,142.5,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2015,10,Mayo,117.6,125.8,106.7,145.7,118.9,134.4,131.3,116.9,105.7,109.2,103.3,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2015,4,Carmacks,112.6,115.2,115,126.9,121.2,116.8,108.1,111.7,108.1,106.9,103.5,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2015,4,Dawson,116.2,108.6,116.7,121.2,117,121.4,127.9,129.4,113.7,108.2,108.6,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2015,4,Faro,113.3,93,105.9,127.1,129.6,132.2,112.5,111.5,108.2,101.5,103.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2015,4,Haines Junction,,,,,,,,,,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2015,4,Mayo,119.4,124.5,119.1,166.5,116.4,115.2,117.9,110.5,109.3,114.6,112.3,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2015,4,Old Crow,113.2,132.3,117.1,117.6,119.9,119.7,121.1,113.8,105.4,102.1,103.5,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2015,4,Teslin,108.2,107.7,100,114.2,110,115.1,120.5,127.1,98.9,104.7,102.6,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2015,4,Mayo,180.5,116.3,145.5,177.8,170.3,226.4,212.6,114.7,,,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2015,4,Mayo,120,123.1,105.3,142,127.6,137,140,133.6,105.7,110.1,104.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,10,Carmacks,108.9,104.3,104,112.5,118.3,110.1,109.3,112.6,108.7,115.9,100.5,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2014,10,Dawson,115.4,98.7,117,113.7,116.7,123.9,121.3,130.3,120.1,109.8,104.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2014,10,Faro,116.4,135,111.6,122.7,120.2,127.5,128.2,114.7,110.2,108.3,100.6,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2014,10,Haines Junction,,,,,,,,,,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2014,10,Mayo,118.7,116.8,105.2,140,118.3,122.6,117.4,125.1,,110.4,109.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,10,Old Crow,108.7,114.6,112.3,108.8,109.7,118.1,108.7,116.5,102.2,,100.5,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2014,10,Teslin,109.5,100.1,107.2,114.4,107.2,119.2,119.1,124.5,102.9,106.9,105.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2014,10,Mayo,,,,,,,,,,,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,10,Mayo,119.9,98.6,115.3,160.1,133.5,129.1,142.5,125.9,108.6,107.5,101.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,4,Carmacks,108.1,99.3,96.3,110.9,106.7,115.5,103.7,113.1,111.3,112.1,101.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2014,4,Dawson,113.8,108.4,103.8,113.9,110.7,122.2,113.5,133.7,112.7,106.5,105.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2014,4,Faro,114.6,104.3,98.2,126.5,110.2,131.1,118.5,113.9,109,99.4,101.9,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2014,4,Haines Junction,,,,,,,,,,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2014,4,Mayo,116.6,117.6,105.9,138.1,121.1,126.6,113.8,127.8,106.6,103.2,110.6,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,4,Old Crow,115.7,104.3,109.2,162.4,117.3,125.1,106.3,128.1,104.9,104,101.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2014,4,Teslin,112.4,115.6,109.9,120.3,117.2,117.2,111.9,128,101.8,105.9,101.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2014,4,Mayo,196.2,210.5,161.4,215.5,196.6,226,256.9,153.7,,117.6,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2014,4,Mayo,118.8,118.5,118.8,137.9,130.9,139.2,111.7,105.2,112.3,107.4,102.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,10,Carmacks,114.2,99,108.5,174.5,117.9,117.4,102.9,106.2,107.4,110.4,100.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2013,10,Dawson,115.4,105.3,119.1,120.6,115.7,123.9,110.5,131.4,114.5,104.9,104.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2013,10,Faro,110.8,108.6,111.4,106.5,109,122.7,109.6,123.6,107.6,101.2,100.6,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2013,10,Haines Junction,,,,,,,,,,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2013,10,Mayo,120.1,115,113.6,149.8,113.1,119.2,114.7,139.8,114.7,115.2,108.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,10,Old Crow,114.5,128,110.1,151.9,118.2,118.2,107.1,105.1,101.8,105.9,99.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2013,10,Teslin,113.8,104.4,117.7,126,112.6,117.9,116.1,118.6,104.8,117.5,106.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2013,10,Mayo,200.2,195.1,175.7,207.1,195.5,214.1,244.1,155.8,,,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,10,Mayo,118,117.4,139.1,128.1,107.5,132.8,114.4,117,107.3,113.8,101.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,4,Carmacks,113.4,114.9,107.9,147.8,115.6,112.3,105.7,103.3,109.2,112,104.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2013,4,Dawson,117.6,107.6,114.9,126.2,115.7,133,110.7,132,116.7,106.6,106.4,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2013,4,Faro,117.2,117.4,114.9,134.5,112.8,134.6,116.1,102.5,111.9,102.8,105,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2013,4,Haines Junction,,,,,,,,,105.2,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2013,4,Mayo,125.6,155.7,128.3,146.1,122.1,127.9,120.7,115.2,114.7,,112.7,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,4,Old Crow,114.1,107.2,111.8,167.9,112.4,124.2,103.7,105.6,103.5,,100.1,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2013,4,Teslin,115.3,107.6,119.3,136,121.8,132.2,108,116,104.3,113.1,104,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2013,4,Mayo,188.2,170.7,182.7,246.8,192.9,208.8,202.5,132.1,,,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2013,4,Mayo,121.4,118.6,129.6,150,118.5,141.4,114.8,121.7,105.7,114.2,105.8,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2012,10,Carmacks,110.6,104.9,109.1,126.9,112.6,116,105,112.1,109,104.5,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2012,10,Dawson,116,108.8,114.1,125.7,111.5,128.8,110.9,132.5,112.8,105.8,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2012,10,Faro,117.4,144.3,110.4,132.2,107.6,133.2,111.8,113,108.5,101.3,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2012,10,Haines Junction,,,,,,,,,103.3,,,Between October 2011 and April 2016 there was no general store operating in Haines Junction.,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2012,10,Mayo,127.6,157.8,112.3,152.1,121.9,143.1,119.5,118.2,111.5,130.3,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2012,10,Old Crow,113.4,138.5,107,123.7,109.1,129.3,107.5,114.9,102.9,106.4,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2012,10,Teslin,112.8,108.1,117.6,125,110.6,126.9,109.9,116.3,102.9,111.5,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2012,10,Mayo,202,188.5,166,295.1,193,173.8,214.9,148.8,,,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2012,10,Mayo,121.2,134.6,129.4,134.9,108.4,146.8,114.6,123.1,105.9,109.4,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2012,4,Carmacks,111.7,119.4,110.8,116.2,127.8,113.8,104.1,118.1,106.6,106.8,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2012,4,Dawson,116.7,115.1,115.4,117.9,126,122.8,116.2,135.4,111,100.9,,,Figures are derived from the Community Spatial Price Index Survey. The index compares prices in Whitehorse to prices in other Yukon communities (Whitehorse = 100). Null values indicate that figures are not available.,Community Spatial Price Index: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
