year,month,region,total_aircraft_movements,data_note,footnotes,data_source,region_code,geographic_boundary
2009,6,Whitehorse - City,3061,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2009,5,Whitehorse - City,3254,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2009,4,Whitehorse - City,1934,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2009,3,Whitehorse - City,1907,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2009,2,Whitehorse - City,1380,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2009,1,Whitehorse - City,1078,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,12,Whitehorse - City,880,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,11,Whitehorse - City,1520,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,10,Whitehorse - City,1535,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,9,Whitehorse - City,1849,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,8,Whitehorse - City,2515,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,7,Whitehorse - City,2797,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,6,Whitehorse - City,3275,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,5,Whitehorse - City,3662,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,4,Whitehorse - City,2830,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,3,Whitehorse - City,2192,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,2,Whitehorse - City,1515,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2008,1,Whitehorse - City,1350,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,12,Whitehorse - City,1157,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,11,Whitehorse - City,1929,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,10,Whitehorse - City,1636,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,9,Whitehorse - City,2153,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,8,Whitehorse - City,3239,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,7,Whitehorse - City,3333,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,6,Whitehorse - City,3281,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,5,Whitehorse - City,3625,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,4,Whitehorse - City,3203,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,3,Whitehorse - City,1737,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,2,Whitehorse - City,1362,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2007,1,Whitehorse - City,1037,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,12,Whitehorse - City,1473,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,11,Whitehorse - City,1062,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,10,Whitehorse - City,1580,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,9,Whitehorse - City,1870,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,8,Whitehorse - City,2926,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,7,Whitehorse - City,3063,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,6,Whitehorse - City,3514,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,5,Whitehorse - City,3938,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,4,Whitehorse - City,3329,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,3,Whitehorse - City,2094,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,2,Whitehorse - City,1532,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2006,1,Whitehorse - City,1144,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,12,Whitehorse - City,1210,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,11,Whitehorse - City,924,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,10,Whitehorse - City,1400,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,9,Whitehorse - City,2019,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,8,Whitehorse - City,2602,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,7,Whitehorse - City,2869,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,6,Whitehorse - City,2907,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,5,Whitehorse - City,3580,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,4,Whitehorse - City,2226,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,3,Whitehorse - City,1505,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,2,Whitehorse - City,1221,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2005,1,Whitehorse - City,922,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,12,Whitehorse - City,748,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,11,Whitehorse - City,1179,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,10,Whitehorse - City,1244,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,9,Whitehorse - City,1678,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,8,Whitehorse - City,2688,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,7,Whitehorse - City,3034,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,6,Whitehorse - City,2558,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,5,Whitehorse - City,3183,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,4,Whitehorse - City,2737,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,3,Whitehorse - City,2278,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,2,Whitehorse - City,2042,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2004,1,Whitehorse - City,615,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,12,Whitehorse - City,778,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,11,Whitehorse - City,845,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,10,Whitehorse - City,1795,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,9,Whitehorse - City,1803,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,8,Whitehorse - City,2684,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,7,Whitehorse - City,3040,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,6,Whitehorse - City,3347,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,5,Whitehorse - City,3681,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,4,Whitehorse - City,2281,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,3,Whitehorse - City,1334,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,2,Whitehorse - City,1174,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2003,1,Whitehorse - City,750,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,12,Whitehorse - City,767,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,11,Whitehorse - City,1088,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,10,Whitehorse - City,1558,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,9,Whitehorse - City,2267,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,8,Whitehorse - City,2838,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,7,Whitehorse - City,3237,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,6,Whitehorse - City,3142,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,5,Whitehorse - City,3221,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,4,Whitehorse - City,2372,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,3,Whitehorse - City,2074,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2002,2,Whitehorse - City,1555,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
