year,region,births,deaths,marriages,data_note,footnotes,data_source,region_code,geographic_boundary
2008,Carcross,5,6,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2008,Carmacks,9,3,3,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2008,Dawson,19,8,13,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2008,Destruction Bay,0,0,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2008,Faro,3,2,2,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2008,Haines Junction,6,3,4,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2008,Marsh Lake,4,2,5,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MLK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MLK'>View boundary on map</a>
2008,Mayo,4,4,2,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2008,Old Crow,2,4,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2008,Pelly Crossing,8,3,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2008,Ross River,5,5,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2008,Tagish,2,3,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TG,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TG'>View boundary on map</a>
2008,Teslin,5,6,3,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TA'>View boundary on map</a>
2008,Watson Lake,20,11,6,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2008,Whitehorse - Area,250,115,89,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WHA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WHA'>View boundary on map</a>
2008,Yukon,344,178,132,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2008,Yukon - Other,0,1,3,Includes the communities of Champagne; Elsa; Johnson’s Crossing; Keno; Mendenhall; Stewart Crossing; Swift River; and other locations outside of a Yukon community.,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OTH'>View boundary on map</a>
2007,Beaver Creek,1,0,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2007,Burwash Landing,1,1,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BL'>View boundary on map</a>
2007,Carcross,1,2,3,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2007,Carmacks,3,2,4,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2007,Dawson,16,4,14,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2007,Destruction Bay,0,0,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2007,Faro,2,3,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2007,Haines Junction,7,6,6,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2007,Marsh Lake,2,3,5,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MLK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MLK'>View boundary on map</a>
2007,Mayo,4,5,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2007,Old Crow,3,5,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2007,Pelly Crossing,3,0,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2007,Ross River,3,1,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2007,Tagish,3,2,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TG,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TG'>View boundary on map</a>
2007,Teslin,2,4,2,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TA'>View boundary on map</a>
2007,Watson Lake,17,2,6,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2007,Whitehorse - Area,273,122,121,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WHA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WHA'>View boundary on map</a>
2007,Yukon,342,163,173,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2007,Yukon - Other,1,1,7,Includes the communities of Champagne; Elsa; Johnson’s Crossing; Keno; Mendenhall; Stewart Crossing; Swift River; and other locations outside of a Yukon community.,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OTH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OTH'>View boundary on map</a>
2006,Beaver Creek,1,0,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2006,Burwash Landing,1,2,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.BL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BL'>View boundary on map</a>
2006,Carcross,4,2,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2006,Carmacks,4,3,2,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2006,Dawson,15,10,16,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2006,Destruction Bay,0,0,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2006,Faro,3,2,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2006,Haines Junction,9,4,8,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2006,Marsh Lake,5,4,10,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MLK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MLK'>View boundary on map</a>
2006,Mayo,2,1,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2006,Old Crow,2,1,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2006,Pelly Crossing,6,1,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2006,Ross River,4,1,1,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2006,Tagish,1,2,3,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TG,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TG'>View boundary on map</a>
2006,Teslin,8,3,0,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.TA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TA'>View boundary on map</a>
2006,Watson Lake,18,12,3,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2006,Whitehorse - Area,262,113,107,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK.WHA,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WHA'>View boundary on map</a>
2006,Yukon,347,162,155,,These population estimates are derived from data in Yukon government administrative records. Birth and death data represent events occurring within Yukon to Yukon residents only. Births are assigned to a community based on the Mother’s residential address. Marriages include all marriages occurring within Yukon regardless of a person's place of residence. Note that statistics may change due to revisions as additional administrative data become available.,Vital statistic estimates: Yukon Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
