census_year,geo_name,category,sub_category,variable_name,topic,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2016,Yukon,,,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrant status and period of immigration,35110,17645,17465,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote48'>48</a>,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,,Non-immigrants,Immigrant status and period of immigration,30260,15305,14950,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote49'>49</a>,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,,Immigrants,Immigrant status and period of immigration,4410,2075,2330,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote50'>50</a>,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,Before 1981,Immigrant status and period of immigration,1325,695,630,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1981 to 1990,Immigrant status and period of immigration,385,200,185,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1991 to 2000,Immigrant status and period of immigration,530,235,295,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2010,Immigrant status and period of immigration,1055,480,575,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2005,Immigrant status and period of immigration,330,130,205,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2006 to 2010,Immigrant status and period of immigration,725,350,375,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2016,Immigrant status and period of immigration,1115,470,645,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote51'>51</a>,6001
