census_year,geo_name,category,sub_category,variable_name,topic,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2016,Yukon,,,Total - Mobility status 1 year ago - 25% sample data,Mobility status - Place of residence 1 year ago,34705,17450,17250,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote180'>180</a>,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,,Non-movers,Mobility status - Place of residence 1 year ago,28875,14450,14430,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,,Movers,Mobility status - Place of residence 1 year ago,5825,3005,2825,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,Non-migrants,Mobility status - Place of residence 1 year ago,3635,1895,1740,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,Migrants,Mobility status - Place of residence 1 year ago,2190,1110,1085,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,Internal migrants,Mobility status - Place of residence 1 year ago,1945,990,955,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,Intraprovincial migrants,Mobility status - Place of residence 1 year ago,545,265,285,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,Interprovincial migrants,Mobility status - Place of residence 1 year ago,1400,725,670,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,Total - Mobility status 1 year ago - 25% sample data,Movers,External migrants,Mobility status - Place of residence 1 year ago,250,115,130,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,,6001
2016,Yukon,,,Total - Mobility status 5 years ago - 25% sample data,Mobility status - Place of residence 5 years ago,32990,16505,16480,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/f500beb3f949470e94edf7880dbc0561#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2016-data-notes#datanote181'>181</a>,6001
