census_year,geo_name,category,subcategory,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2011,Macpherson-Grizzly Valley,,,Total private dwellings,567,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001059
2011,Macpherson-Grizzly Valley,,,Private dwellings occupied by usual residents,468,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001059
2011,Macpherson-Grizzly Valley,,,Population density per square kilometre,0.6,,,,...,...,,,6001059
2011,Macpherson-Grizzly Valley,,,Land area in square kilometres,1833.77,,,,...,...,,,6001059
2011,Marsh Lake,,,Population; 2011,619,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001059
2011,Marsh Lake,,,Population; 2006,538,,,A,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001059
2011,Marsh Lake,,,Population percentage change; 2006 to 2011,15.1,,,,...,...,,,6001059
2011,Marsh Lake,,,Total private dwellings,438,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001059
2011,Marsh Lake,,,Private dwellings occupied by usual residents,305,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001059
2011,Marsh Lake,,,Population density per square kilometre,0.8,,,,...,...,,,6001059
2011,Marsh Lake,,,Land area in square kilometres,821.23,,,,...,...,,,6001059
2011,Mayo,,,Population; 2011,226,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001022
2011,Mayo,,,Population; 2006,248,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001058
2011,Mayo,,,Population percentage change; 2006 to 2011,-8.9,,,,...,...,,,6001022
2011,Mayo,,,Total private dwellings,134,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001022
2011,Mayo,,,Private dwellings occupied by usual residents,115,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001022
2011,Mayo,,,Population density per square kilometre,213.2,,,,...,...,,,6001022
2011,Mayo,,,Land area in square kilometres,1.06,,,,...,...,,,6001022
2011,Moosehide Creek 2,,,Population; 2011,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001022
2011,Moosehide Creek 2,,,Population; 2006,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001022
2011,Moosehide Creek 2,,,Population percentage change; 2006 to 2011,,,,...,...,...,,,6001022
2011,Moosehide Creek 2,,,Total private dwellings,20,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001022
2011,Moosehide Creek 2,,,Private dwellings occupied by usual residents,0,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001022
2011,Moosehide Creek 2,,,Population density per square kilometre,0,,,,...,...,,,6001022
2011,Moosehide Creek 2,,,Land area in square kilometres,8.71,,,,...,...,,,6001022
2011,Mt. Lorne,,,Population; 2011,408,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001031
2011,Mt. Lorne,,,Population; 2006,370,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001031
2011,Mt. Lorne,,,Population percentage change; 2006 to 2011,10.3,,,,...,...,,,6001031
2011,Mt. Lorne,,,Total private dwellings,187,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001031
2011,Mt. Lorne,,,Private dwellings occupied by usual residents,170,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001031
2011,Mt. Lorne,,,Population density per square kilometre,2.5,,,,...,...,,,6001031
2011,Mt. Lorne,,,Land area in square kilometres,160.24,,,,...,...,,,6001031
2011,Old Crow,,,Population; 2011,245,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001043
2011,Old Crow,,,Population; 2006,253,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census1'>1</a>,6001043
2011,Old Crow,,,Population percentage change; 2006 to 2011,-3.2,,,,...,...,,,6001043
2011,Old Crow,,,Total private dwellings,162,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census2'>2</a>,6001043
2011,Old Crow,,,Private dwellings occupied by usual residents,109,,,,...,...,,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2011-data-notes#census3'>3</a>,6001043
2011,Old Crow,,,Population density per square kilometre,17.3,,,,...,...,,,6001043
2011,Old Crow,,,Land area in square kilometres,14.17,,,,...,...,,,6001043
