census_year,geo_name,category,sub_category,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2021,Yukon,,,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,32775,16170,16605,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote23'>23</a>,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,31420,15430,15990,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,Median total income in 2019 among recipients ($),52000,53600,50400,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,31435,15430,16000,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data,Median after-tax income in 2019 among recipients ($),46800,47600,45600,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,29425,14390,15035,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of market income recipients aged 15 years and over in private households in 2019 - 100% data,Median market income in 2019 among recipients ($),50000,52800,47200,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,26370,12955,13410,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data,Median employment income in 2019 among recipients ($),49600,52400,47200,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
2021,Yukon,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,,Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data,24680,11635,13045,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001'>View boundary on map</a>,,6001
