census_year,geo_name,category,variable_name,total,male,female,flag_total,flag_male,flag_female,geo_location,data_notes,geo_code
2021,Macpherson-Grizzly Valley,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,880,420,455,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001059'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001059
2021,Macpherson-Grizzly Valley,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,175,70,100,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001059'>View boundary on map</a>,,6001059
2021,Macpherson-Grizzly Valley,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001059'>View boundary on map</a>,,6001059
2021,Macpherson-Grizzly Valley,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,100,75,20,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001059'>View boundary on map</a>,,6001059
2021,Macpherson-Grizzly Valley,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,610,280,330,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001059'>View boundary on map</a>,,6001059
2021,Marsh Lake,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,445,245,205,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001058'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001058
2021,Marsh Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,90,30,55,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001058'>View boundary on map</a>,,6001058
2021,Marsh Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001058'>View boundary on map</a>,,6001058
2021,Marsh Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,100,90,15,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001058'>View boundary on map</a>,,6001058
2021,Marsh Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,255,120,130,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001058'>View boundary on map</a>,,6001058
2021,Mayo,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,100,50,50,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001022'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001022
2021,Mayo,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,10,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001022'>View boundary on map</a>,,6001022
2021,Mayo,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001022'>View boundary on map</a>,,6001022
2021,Mayo,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,15,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001022'>View boundary on map</a>,,6001022
2021,Mayo,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,70,30,45,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001022'>View boundary on map</a>,,6001022
2021,Moosehide Creek 2,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001031'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001031
2021,Moosehide Creek 2,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001031'>View boundary on map</a>,,6001031
2021,Moosehide Creek 2,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001031'>View boundary on map</a>,,6001031
2021,Moosehide Creek 2,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001031'>View boundary on map</a>,,6001031
2021,Moosehide Creek 2,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001031'>View boundary on map</a>,,6001031
2021,Mt. Lorne,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,265,105,160,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001044'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001044
2021,Mt. Lorne,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,85,20,60,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001044'>View boundary on map</a>,,6001044
2021,Mt. Lorne,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001044'>View boundary on map</a>,,6001044
2021,Mt. Lorne,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,30,20,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001044'>View boundary on map</a>,,6001044
2021,Mt. Lorne,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,145,60,85,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001044'>View boundary on map</a>,,6001044
2021,North Slope - Unorganized,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001065'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001065
2021,North Slope - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001065'>View boundary on map</a>,,6001065
2021,North Slope - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001065'>View boundary on map</a>,,6001065
2021,North Slope - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001065'>View boundary on map</a>,,6001065
2021,North Slope - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001065'>View boundary on map</a>,,6001065
2021,Old Crow,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,100,50,50,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001043'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001043
2021,Old Crow,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001043'>View boundary on map</a>,,6001043
2021,Old Crow,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001043'>View boundary on map</a>,,6001043
2021,Old Crow,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001043'>View boundary on map</a>,,6001043
2021,Old Crow,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,85,40,45,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001043'>View boundary on map</a>,,6001043
2021,Pelly Crossing,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,120,45,70,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001041'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001041
2021,Pelly Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,10,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001041'>View boundary on map</a>,,6001041
2021,Pelly Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001041'>View boundary on map</a>,,6001041
2021,Pelly Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,20,15,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001041'>View boundary on map</a>,,6001041
2021,Pelly Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,85,30,55,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001041'>View boundary on map</a>,,6001041
2021,Ross River,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,135,75,60,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001037'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001037
2021,Ross River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,10,10,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001037'>View boundary on map</a>,,6001037
2021,Ross River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001037'>View boundary on map</a>,,6001037
2021,Ross River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,30,20,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001037'>View boundary on map</a>,,6001037
2021,Ross River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,95,50,50,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001037'>View boundary on map</a>,,6001037
2021,Stewart Crossing,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001050'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001050
2021,Stewart Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001050'>View boundary on map</a>,,6001050
2021,Stewart Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001050'>View boundary on map</a>,,6001050
2021,Stewart Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001050'>View boundary on map</a>,,6001050
2021,Stewart Crossing,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001050'>View boundary on map</a>,,6001050
2021,Swift River,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001046'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001046
2021,Swift River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001046'>View boundary on map</a>,,6001046
2021,Swift River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001046'>View boundary on map</a>,,6001046
2021,Swift River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001046'>View boundary on map</a>,,6001046
2021,Swift River,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001046'>View boundary on map</a>,,6001046
2021,Tagish,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,95,50,50,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001036'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001036
2021,Tagish,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,20,15,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001036'>View boundary on map</a>,,6001036
2021,Tagish,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001036'>View boundary on map</a>,,6001036
2021,Tagish,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,20,15,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001036'>View boundary on map</a>,,6001036
2021,Tagish,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,55,20,35,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001036'>View boundary on map</a>,,6001036
2021,Teslin,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,110,55,65,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001006'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001006
2021,Teslin,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,10,0,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001006'>View boundary on map</a>,,6001006
2021,Teslin,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001006'>View boundary on map</a>,,6001006
2021,Teslin,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001006'>View boundary on map</a>,,6001006
2021,Teslin,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,90,40,45,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001006'>View boundary on map</a>,,6001006
2021,Teslin Land,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001057
2021,Teslin Land,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Land,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Land,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Land,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001057'>View boundary on map</a>,,6001057
2021,Teslin Post 13,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001007
2021,Teslin Post 13,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Teslin Post 13,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Teslin Post 13,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Teslin Post 13,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,,,,x,x,x,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001007'>View boundary on map</a>,,6001007
2021,Upper Liard,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,35,20,15,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001032
2021,Upper Liard,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Upper Liard,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Upper Liard,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,10,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Upper Liard,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,20,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001032'>View boundary on map</a>,,6001032
2021,Watson Lake,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,490,230,255,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001003
2021,Watson Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,30,15,15,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Watson Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Watson Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,70,45,20,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Watson Lake,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,395,175,220,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001003'>View boundary on map</a>,,6001003
2021,Whitehorse - Unorganized,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,155,90,70,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001060
2021,Whitehorse - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked at home,15,10,10,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Whitehorse - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Worked outside Canada,0,0,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Whitehorse - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,No fixed workplace address,15,15,0,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Whitehorse - Unorganized,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,Usual place of work,125,65,65,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001060'>View boundary on map</a>,,6001060
2021,Yukon - Unorganized,,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,785,375,410,,,,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001045'>View boundary on map</a>,<a target='_blank' href='https://community-statistics.service.yukon.ca/pages/census-2021-data-notes#datanote198'>198</a>,6001045
